dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
3/31/2016 11:06,Opel_Corsa_1.2_16V,privat,Angebot,1690,control,kleinwagen,2002,manuell,75,corsa,150000,12,benzin,opel,nein,3/31/2016 0:00,0,35398,4/1/2016 10:41
3/12/2016 23:44,"VW_LUPO_""OXFORD""__Toller_Anfaengerwagen_mit_Faltdach__""GELB_""",privat,Angebot,1380,control,kleinwagen,2002,manuell,50,lupo,125000,3,,volkswagen,nein,3/12/2016 0:00,0,59071,3/16/2016 6:46
3/19/2016 15:49,Volkswagen_Crafter_30_TDI_DPF,privat,Angebot,8550,test,bus,2010,manuell,109,andere,150000,10,diesel,volkswagen,nein,3/19/2016 0:00,0,65549,4/7/2016 8:45
3/16/2016 13:55,Porsche_Boxster,privat,Angebot,5500,control,cabrio,1999,manuell,204,boxster,125000,7,benzin,porsche,ja,3/16/2016 0:00,0,74245,4/2/2016 14:18
3/30/2016 21:44,Audi_tt_8j,privat,Angebot,14200,test,,2017,automatik,200,tt,150000,11,,audi,,3/30/2016 0:00,0,66509,4/1/2016 16:45
3/25/2016 13:48,Fiat_500_C_1.2_Lounge_Sonderedition,privat,Angebot,8999,test,cabrio,2012,manuell,69,500,40000,3,benzin,fiat,nein,3/25/2016 0:00,0,59229,4/6/2016 16:17
3/14/2016 11:48,Mitsubishi_ASX_1.8_DI_D_4WD_Instyle,privat,Angebot,14863,test,limousine,2011,manuell,150,andere,70000,4,diesel,mitsubishi,nein,3/14/2016 0:00,0,48282,4/1/2016 16:16
3/13/2016 13:06,Opel_Corsa_1.0_12V_Comfort_TÜV/AU_Neu,privat,Angebot,1499,test,kleinwagen,2001,manuell,58,corsa,150000,8,benzin,opel,nein,3/13/2016 0:00,0,63263,3/19/2016 6:44
3/20/2016 22:51,Land_Rover_Discovery,privat,Angebot,6000,test,suv,1999,automatik,139,discovery,150000,6,diesel,land_rover,nein,3/20/2016 0:00,0,76297,4/7/2016 9:45
3/7/2016 20:49,Farbe_beige,privat,Angebot,8500,test,coupe,2010,manuell,140,astra,70000,6,benzin,opel,nein,3/7/2016 0:00,0,1594,3/27/2016 19:46
3/11/2016 15:54,BMW_135i_Cabrio_Aut._Edition_Sport,privat,Angebot,33333,test,cabrio,2013,automatik,306,1er,40000,4,benzin,bmw,nein,3/11/2016 0:00,0,42929,4/5/2016 12:47
3/21/2016 17:38,C180_Mercedes_Benz,privat,Angebot,2899,control,,2016,manuell,130,c_klasse,150000,9,benzin,mercedes_benz,,3/21/2016 0:00,0,63739,3/21/2016 17:38
3/15/2016 16:49,Mercedes_Benz_C_200_Elegance_Tuev_02/2018__Klima__Automatik_...,privat,Angebot,1400,control,limousine,1999,automatik,136,c_klasse,150000,8,benzin,mercedes_benz,nein,3/15/2016 0:00,0,24787,3/16/2016 14:17
3/14/2016 12:55,Audi_A1_1.6_TDI_Sportback,privat,Angebot,18000,test,kleinwagen,2014,manuell,90,a1,40000,2,diesel,audi,nein,3/14/2016 0:00,0,90602,3/17/2016 23:45
3/8/2016 15:50,Audi_A4_Avant_1.8_T,privat,Angebot,4900,test,kombi,2004,automatik,163,a4,150000,4,benzin,audi,nein,3/8/2016 0:00,0,23611,3/10/2016 10:46
3/23/2016 9:52,Opel_Astra_Kombi_1_6_16v,privat,Angebot,850,test,kombi,1998,manuell,0,astra,150000,0,benzin,opel,,3/23/2016 0:00,0,46145,3/23/2016 10:44
3/12/2016 18:44,Opel_corsa_mit_tuev,privat,Angebot,399,test,kleinwagen,1994,automatik,60,corsa,150000,5,benzin,opel,nein,3/12/2016 0:00,0,71522,3/14/2016 11:15
3/29/2016 17:56,Opel_zafira__Familienauto_/_7sitzer_abzugeben,privat,Angebot,0,control,bus,2001,manuell,116,zafira,150000,0,,opel,,3/29/2016 0:00,0,7646,3/29/2016 18:43
4/3/2016 13:41,Land_Rover_Range_Rover_Evoque_SD4_Aut._Dynamic,privat,Angebot,34000,control,suv,2012,automatik,190,range_rover_evoque,70000,8,diesel,land_rover,nein,4/3/2016 0:00,0,78532,4/5/2016 12:19
3/21/2016 1:36,Peugeot_307cc_.Letzte_Chance_!,privat,Angebot,0,test,cabrio,2007,manuell,140,,80000,11,benzin,peugeot,nein,3/21/2016 0:00,0,24539,4/5/2016 23:44
3/18/2016 13:41,Mercedes_Benz_E_220_T_CDI_Automatik_Classic_DPF,privat,Angebot,6250,control,kombi,2005,automatik,150,e_klasse,150000,10,diesel,mercedes_benz,nein,3/18/2016 0:00,0,38229,4/5/2016 22:17
3/28/2016 10:58,Freelander_TD4_mit_Partikelfilter,privat,Angebot,1750,control,,2005,manuell,112,freelander,150000,5,,land_rover,,3/28/2016 0:00,0,27283,3/28/2016 11:40
3/7/2016 11:54,Opel_Astra_Caravan_1.6i__Bj._12.97__TÜV_01.2017,privat,Angebot,600,test,kombi,1997,manuell,75,astra,150000,12,benzin,opel,,3/7/2016 0:00,0,54568,3/8/2016 12:16
3/11/2016 20:45,Opel_Corsa,privat,Angebot,799,control,kleinwagen,1999,manuell,54,corsa,125000,5,benzin,opel,nein,3/11/2016 0:00,0,47839,3/19/2016 7:18
3/14/2016 22:55,BMW_520_E39_Tuv_2016/04_Voll_Fahrbereit_Tausch_Moeglic,privat,Angebot,1000,control,limousine,1997,manuell,150,,150000,12,benzin,bmw,nein,3/14/2016 0:00,0,51067,3/15/2016 5:41
3/12/2016 19:45,Audi_A6_3.0_TDI_DPF_multitronic,privat,Angebot,26900,test,limousine,2011,automatik,204,a6,90000,9,diesel,audi,nein,3/12/2016 0:00,0,13589,4/5/2016 11:48
3/27/2016 22:57,Seat_Altea_1.4_TSI_Style__125_PS__+_4_Winterraeder,privat,Angebot,8290,test,bus,2010,manuell,125,altea,100000,5,benzin,seat,nein,3/27/2016 0:00,0,34225,4/6/2016 2:46
3/31/2016 20:45,Opel_Meriva_1.7_CDTI_Cosmo,privat,Angebot,3800,test,bus,2006,manuell,101,meriva,125000,3,diesel,opel,nein,3/31/2016 0:00,0,94544,4/6/2016 15:17
3/24/2016 10:38,MERCEDES_BENZ_E220_CUPE,privat,Angebot,2950,test,coupe,1993,automatik,135,e_klasse,150000,0,,mercedes_benz,,3/24/2016 0:00,0,37176,4/7/2016 0:16
3/5/2016 21:51,Fiat_Grande_Punto_1.4_8V_Dynamic,privat,Angebot,2700,test,kleinwagen,2007,manuell,77,andere,125000,10,benzin,fiat,ja,3/5/2016 0:00,0,82031,3/14/2016 16:17
3/27/2016 15:56,W201_190e_mit_Unfallschaden,privat,Angebot,500,control,limousine,1990,manuell,122,,150000,0,,mercedes_benz,ja,3/27/2016 0:00,0,91619,3/29/2016 5:45
3/5/2016 14:11,Volkswagen_Passat_1.8,privat,Angebot,799,test,limousine,1996,manuell,75,passat,150000,6,benzin,volkswagen,ja,3/3/2016 0:00,0,55494,3/6/2016 3:44
4/7/2016 11:06,Renault_Megane,privat,Angebot,3300,test,bus,2004,manuell,113,megane,150000,3,benzin,renault,ja,4/7/2016 0:00,0,57614,4/7/2016 11:25
3/22/2016 18:45,Mercedes_190_E_1.8_4gang,privat,Angebot,1350,control,limousine,1991,manuell,0,andere,150000,4,benzin,mercedes_benz,nein,3/22/2016 0:00,0,26180,3/29/2016 23:18
3/11/2016 13:50,Top_Auto_orginal_14000,privat,Angebot,6200,test,,2018,manuell,0,yaris,20000,4,,toyota,,3/11/2016 0:00,0,30952,3/11/2016 13:50
3/28/2016 17:54,Hyundai_getz_Diesel,privat,Angebot,890,test,kleinwagen,2007,manuell,90,getz,150000,12,diesel,hyundai,,3/28/2016 0:00,0,56410,3/28/2016 18:44
3/24/2016 15:58,Kia_Carens_1.8_EX,privat,Angebot,1860,test,bus,2003,manuell,126,andere,125000,1,benzin,kia,nein,3/24/2016 0:00,0,8112,4/7/2016 8:45
3/10/2016 13:38,Opel_Astra_1.6_Elegance_Klima_Bi_Xenon_1._Hand_TOP,privat,Angebot,4700,test,limousine,2004,manuell,105,astra,60000,7,benzin,opel,nein,3/10/2016 0:00,0,22305,3/23/2016 9:17
4/1/2016 18:49,BMW_330d_Coupe_M_Paket_NAVI_VOLL,privat,Angebot,13500,control,coupe,2007,automatik,231,3er,150000,9,diesel,bmw,nein,4/1/2016 0:00,0,41539,4/5/2016 14:46
3/19/2016 19:51,BMW_525_Disel_M_Paket_EZ_12/2005_130_KW/177_PS_186000_km,privat,Angebot,13500,control,limousine,2005,manuell,177,5er,150000,12,diesel,bmw,,3/19/2016 0:00,0,59519,4/7/2016 8:44
3/21/2016 21:41,Suzuki_SJ_410_Samurai_Offroad_4x4,privat,Angebot,1800,control,suv,1984,manuell,45,andere,60000,9,benzin,suzuki,nein,3/21/2016 0:00,0,53797,3/27/2016 7:16
3/5/2016 18:46,Fiat_500L_Trekking_1.6_16V_MultiJet,privat,Angebot,23500,test,kleinwagen,2014,manuell,105,500,40000,1,benzin,fiat,nein,3/5/2016 0:00,0,88214,3/7/2016 19:47
3/10/2016 12:39,Suzuki_Swift_1.3_Club,privat,Angebot,8000,test,kleinwagen,2010,manuell,92,swift,90000,11,benzin,suzuki,nein,3/10/2016 0:00,0,66640,4/7/2016 4:46
4/4/2016 19:50,Hyundai_i_30_1.4_white_Edition,privat,Angebot,4300,test,,2009,manuell,109,i_reihe,150000,0,benzin,hyundai,nein,4/4/2016 0:00,0,49170,4/4/2016 19:50
3/5/2016 17:39,Ford_Fiesta,privat,Angebot,300,test,kleinwagen,1997,manuell,0,fiesta,50000,0,benzin,ford,,3/5/2016 0:00,0,6647,3/27/2016 8:47
3/14/2016 19:59,BMW_520i,privat,Angebot,1650,control,limousine,1996,manuell,150,5er,150000,10,benzin,bmw,nein,3/14/2016 0:00,0,40699,3/15/2016 15:18
3/20/2016 14:39,OPEL_VECTRA_C_2.2_COMFORT,privat,Angebot,2390,test,limousine,2002,manuell,147,vectra,150000,5,benzin,opel,nein,3/20/2016 0:00,0,28215,4/6/2016 17:15
3/10/2016 8:54,Mercedes_E_Klasse_Top_Zustand,privat,Angebot,2400,test,limousine,1998,automatik,136,,150000,10,benzin,mercedes_benz,nein,3/10/2016 0:00,0,86179,3/25/2016 11:18
3/25/2016 16:58,Volkswagen_Multivan_T4_TDI,privat,Angebot,10900,control,bus,2000,manuell,102,transporter,150000,6,diesel,volkswagen,nein,3/25/2016 0:00,0,45968,4/6/2016 21:46
4/1/2016 22:49,Renault_Twingo_1.2_Lazuli,privat,Angebot,1200,test,kleinwagen,2004,manuell,58,twingo,150000,10,benzin,renault,nein,4/1/2016 0:00,0,95615,4/5/2016 21:45
3/7/2016 17:44,Audi_Cabriolet_2.0,privat,Angebot,4250,test,cabrio,1996,manuell,116,andere,150000,5,benzin,audi,nein,3/7/2016 0:00,0,21449,3/13/2016 3:15
3/5/2016 14:07,Opel_Zafira_a_2_2dti_schlachtfest,privat,Angebot,1000,test,,2005,manuell,125,zafira,150000,12,diesel,opel,ja,3/4/2016 0:00,0,35794,4/2/2016 8:16
3/9/2016 9:50,Ford_Mondeo_2.0_TDCi,privat,Angebot,7300,test,limousine,2008,manuell,140,mondeo,150000,9,diesel,ford,nein,3/9/2016 0:00,0,90461,3/23/2016 11:16
3/25/2016 22:37,Nissan_X_Trail_1.6_dCi_ALL_MODE_4x4i_360,privat,Angebot,25000,control,suv,2015,manuell,131,x_trail,20000,4,diesel,nissan,nein,3/25/2016 0:00,0,37269,4/5/2016 12:44
3/19/2016 9:55,Opel_Astra_G_Cabrio_1.6_l_TÜV_NEU__Bertone_Linea_Rosso_Tuning,privat,Angebot,3699,test,cabrio,2004,manuell,101,astra,125000,12,benzin,opel,,3/19/2016 0:00,0,73635,3/20/2016 11:48
3/11/2016 0:36,Ford_Focus_1.6_TDCi_DPF_Titanium,privat,Angebot,1350,test,limousine,2006,automatik,109,focus,150000,11,diesel,ford,ja,3/11/2016 0:00,0,40667,4/6/2016 5:45
3/7/2016 15:42,Mercedes_Benz_E_300_T_CDI_DPF_BlueEFFICIENCY_7G_TRONIC_Ava...,privat,Angebot,22900,control,kombi,2011,automatik,231,e_klasse,150000,10,diesel,mercedes_benz,nein,3/7/2016 0:00,0,33106,4/3/2016 10:19
3/31/2016 20:54,Opel_Corsa_D_TÜV_/_AU_Neu_!,privat,Angebot,5499,test,,2018,manuell,80,corsa,100000,12,,opel,nein,3/31/2016 0:00,0,22177,4/6/2016 15:46
3/23/2016 9:39,Chrysler_Grand_Voyager_2.8_CRD_Automatik_Classic,privat,Angebot,6990,test,bus,2007,automatik,150,grand,125000,4,diesel,chrysler,nein,3/23/2016 0:00,0,13347,4/5/2016 5:46
3/19/2016 18:55,BMW_Z3_Roadster_1.9_/_jetzt_kann_der_Sommer_kommen,privat,Angebot,7300,test,cabrio,1997,manuell,140,z_reihe,125000,9,benzin,bmw,nein,3/19/2016 0:00,0,42853,3/23/2016 8:15
3/30/2016 12:37,Volkswagen_New_Beetle_1.4_Generation_mit_LPG__Prins_,privat,Angebot,2499,control,limousine,2002,manuell,75,beetle,150000,9,lpg,volkswagen,nein,3/30/2016 0:00,0,49509,3/30/2016 12:37
3/15/2016 19:46,Volkswagen_Golf_1.8_CL_Klima,privat,Angebot,650,control,limousine,1993,automatik,75,golf,150000,3,benzin,volkswagen,nein,3/15/2016 0:00,0,84186,4/6/2016 23:46
3/25/2016 15:46,vw_golf_5_zu_verkaufen,privat,Angebot,3500,test,limousine,2006,manuell,75,golf,150000,5,benzin,volkswagen,nein,3/25/2016 0:00,0,4610,3/28/2016 15:16
3/25/2016 18:57,Ford_Escort,privat,Angebot,500,test,kleinwagen,1998,manuell,75,escort,150000,10,benzin,ford,ja,3/25/2016 0:00,0,91242,4/7/2016 1:18
3/17/2016 19:49,Toyota_Yaris_1.0,privat,Angebot,2400,control,kleinwagen,2003,manuell,65,yaris,125000,10,benzin,toyota,nein,3/17/2016 0:00,0,32584,3/26/2016 0:45
3/8/2016 22:56,Suzuki_Liana_1.6_Klima,privat,Angebot,1100,test,limousine,2004,manuell,106,andere,150000,9,benzin,suzuki,nein,3/8/2016 0:00,0,41542,3/14/2016 20:44
3/21/2016 16:53,Volkswagen_DSG_Blue_Motion_Comfortline_Navi_Plus_Rueckfahr_,privat,Angebot,11850,control,bus,2011,automatik,140,sharan,150000,8,diesel,volkswagen,nein,3/21/2016 0:00,0,31137,4/4/2016 15:17
3/16/2016 13:57,VW_Lupo_1.4,privat,Angebot,999,control,kleinwagen,1999,manuell,75,lupo,125000,4,benzin,volkswagen,nein,3/16/2016 0:00,0,89250,4/6/2016 12:45
3/29/2016 12:56,Volkswagen_Polo_Comfortline,privat,Angebot,2499,test,kleinwagen,2001,automatik,60,polo,150000,5,benzin,volkswagen,nein,3/29/2016 0:00,0,27386,4/5/2016 22:46
3/7/2016 7:58,Toyota_Aygo,privat,Angebot,2800,test,kleinwagen,2009,manuell,68,aygo,150000,11,benzin,toyota,nein,3/7/2016 0:00,0,73265,4/5/2016 15:17
3/23/2016 18:57,OPEL_VECTRA._TÜV_NEU.,privat,Angebot,1600,test,,2018,manuell,115,vectra,150000,3,,opel,,3/23/2016 0:00,0,45896,4/2/2016 1:19
3/23/2016 13:48,Ford_Mondeo___Tuev_bis_07/2016,privat,Angebot,700,test,kombi,1998,manuell,116,mondeo,150000,12,benzin,ford,,3/23/2016 0:00,0,76189,3/29/2016 7:17
4/3/2016 17:52,SLK_350_Blue_Efficiency_R172_Top_Austattung!,privat,Angebot,28000,test,cabrio,2011,automatik,306,slk,80000,3,benzin,mercedes_benz,nein,4/3/2016 0:00,0,73666,4/3/2016 17:52
3/21/2016 8:58,Kia_Magentis_zu_verkaufen,privat,Angebot,1500,control,limousine,2001,automatik,0,andere,150000,2,benzin,kia,nein,3/21/2016 0:00,0,54518,4/6/2016 1:16
3/27/2016 14:47,Opel_Tigra_C20XE,privat,Angebot,3100,control,coupe,1995,manuell,150,tigra,150000,0,benzin,opel,nein,3/27/2016 0:00,0,26931,4/7/2016 11:17
4/1/2016 0:38,Mercedes_Benz_C_200_Kompressor_Elegance,privat,Angebot,2700,test,limousine,2002,manuell,163,c_klasse,150000,2,benzin,mercedes_benz,nein,3/31/2016 0:00,0,45968,4/1/2016 6:40
3/20/2016 18:44,Audi_TT_Coupe_1.8_T,privat,Angebot,8990,test,coupe,2001,manuell,179,tt,100000,5,benzin,audi,nein,3/20/2016 0:00,0,44534,4/7/2016 1:45
3/26/2016 23:56,Volkswagen_Polo_1.0_Blue_Motion_Technology_Trendline,privat,Angebot,11990,test,kleinwagen,2015,manuell,75,polo,10000,1,benzin,volkswagen,nein,3/26/2016 0:00,0,38536,4/7/2016 2:46
3/23/2016 12:25,Opel_Zafira_2.2_16V_Edition_2000,privat,Angebot,1100,control,bus,2001,automatik,147,zafira,150000,4,lpg,opel,nein,3/23/2016 0:00,0,60435,3/24/2016 6:27
3/12/2016 13:40,Opel_Asta_G_CC,privat,Angebot,650,control,coupe,2000,manuell,100,,150000,11,,opel,,3/12/2016 0:00,0,27793,3/13/2016 4:46
3/27/2016 10:56,Alfa_Romeo_159_Sportwagon_1.9_JTDM_16V_DPF_Automatik_Di...,privat,Angebot,4500,control,kombi,2007,automatik,150,159,150000,4,diesel,alfa_romeo,nein,3/27/2016 0:00,0,82418,3/30/2016 15:18
3/24/2016 6:56,Opel_astra__tuev_bis_01.2017_!,privat,Angebot,850,control,limousine,2002,manuell,147,astra,150000,8,benzin,opel,ja,3/24/2016 0:00,0,89075,3/24/2016 9:42
3/30/2016 11:41,Mercedes_Benz_S_500_7G_TRONIC_20_Zoll_AMG_Nightvision,privat,Angebot,12900,test,limousine,2006,automatik,387,s_klasse,150000,7,benzin,mercedes_benz,nein,3/30/2016 0:00,0,47443,4/1/2016 5:15
3/19/2016 17:38,Volkswagen_Golf_Plus_1.4_TSI_Comfortline_hellblau,privat,Angebot,9000,control,bus,2009,manuell,122,golf,70000,7,benzin,volkswagen,nein,3/19/2016 0:00,0,28790,4/3/2016 2:44
3/24/2016 9:56,Volkswagen_Golf_1.4_TSI_BlueMotion_Technology_Highline,privat,Angebot,17250,control,limousine,2014,manuell,125,golf,30000,8,benzin,volkswagen,nein,3/24/2016 0:00,0,49088,4/7/2016 0:44
4/4/2016 20:43,Ford_ka__Sommer_und_Winterreifen___CD_radio,privat,Angebot,300,control,,2016,,0,ka,70000,11,benzin,ford,,4/4/2016 0:00,0,51399,4/4/2016 20:43
3/25/2016 16:41,Corsa_C_1.0_Klima___TÜV_2018___Sehr_guter_Zustand,privat,Angebot,1500,control,kleinwagen,2001,manuell,58,corsa,150000,3,benzin,opel,nein,3/25/2016 0:00,0,49835,4/2/2016 20:45
3/14/2016 16:36,Ford_Focus_Kombi_2001,privat,Angebot,1250,test,kombi,2001,manuell,74,focus,150000,8,benzin,ford,,3/14/2016 0:00,0,27578,3/15/2016 11:16
3/11/2016 20:52,Mercedes_Benz_E_240_Classic,privat,Angebot,3500,control,limousine,1998,automatik,170,e_klasse,100000,7,benzin,mercedes_benz,nein,3/11/2016 0:00,0,57223,4/6/2016 4:17
3/15/2016 9:44,Verkaufe_Golf_V_United,privat,Angebot,8000,control,,2018,manuell,0,golf,150000,9,diesel,volkswagen,,3/15/2016 0:00,0,22145,4/5/2016 17:22
3/23/2016 10:56,BMW_525d_Kombi_e39_Xenon_Facelift,privat,Angebot,2700,control,kombi,2003,manuell,163,5er,150000,7,diesel,bmw,nein,3/23/2016 0:00,0,15232,4/7/2016 11:16
3/7/2016 22:54,Toyota_Yaris___TÜV_12/2016___NEUER_PREIS,privat,Angebot,1200,test,kleinwagen,2001,manuell,68,yaris,150000,11,benzin,toyota,nein,3/7/2016 0:00,0,73557,3/12/2016 23:17
3/25/2016 15:45,Kia_ceed_sw_lx,privat,Angebot,3999,test,kombi,2009,manuell,126,ceed,70000,5,benzin,kia,,3/25/2016 0:00,0,51645,3/25/2016 15:45
4/4/2016 2:50,Dacia_Sandero_1.2_16V_Laureate,privat,Angebot,4300,control,kleinwagen,2010,manuell,75,sandero,60000,6,benzin,dacia,nein,4/3/2016 0:00,0,12349,4/6/2016 8:16
3/7/2016 14:55,Mercedes_Benz_E_klasse_200_classic,privat,Angebot,1599,control,limousine,1998,automatik,0,e_klasse,5000,6,,mercedes_benz,,3/7/2016 0:00,0,73326,3/16/2016 20:44
3/11/2016 15:54,Volkswagen_Golf_Cabrio_1.6_TDI,privat,Angebot,15500,test,cabrio,2012,manuell,105,golf,40000,4,diesel,volkswagen,nein,3/11/2016 0:00,0,58511,3/30/2016 22:17
3/20/2016 13:51,Peugeot_106,privat,Angebot,500,test,kleinwagen,1995,manuell,0,1_reihe,20000,12,benzin,peugeot,ja,3/20/2016 0:00,0,22765,3/20/2016 13:51
3/13/2016 6:36,Skoda_Fabia_Combi_16v,privat,Angebot,2500,test,kombi,2004,manuell,101,fabia,125000,4,benzin,skoda,,3/13/2016 0:00,0,12627,3/13/2016 7:53
3/24/2016 12:57,Skoda_Fabia_1.4_16V_Combi,privat,Angebot,2950,test,kombi,2003,manuell,101,fabia,100000,3,benzin,skoda,nein,3/24/2016 0:00,0,71154,4/7/2016 4:45
4/1/2016 14:59,Mitsubishi_Colt_mit_TÜV___Anfaengerauto___Kleinwagen___sparsam,privat,Angebot,599,test,kleinwagen,1996,automatik,90,colt,150000,3,benzin,mitsubishi,,4/1/2016 0:00,0,42277,4/1/2016 15:40
3/6/2016 12:06,Audi_S3_Sportback_S_tronic,privat,Angebot,19990,test,kombi,2009,automatik,265,andere,100000,7,benzin,audi,nein,3/6/2016 0:00,0,57537,3/27/2016 21:47
3/5/2016 14:36,Schlachtfest_Mercedes_A190_Autom._Leder__95000km_Bitte_lesen!,privat,Angebot,100,control,,2018,automatik,125,a_klasse,100000,0,benzin,mercedes_benz,ja,3/5/2016 0:00,0,42719,3/8/2016 17:47
4/3/2016 9:37,Opel_Vectra_TÜV_und_HU_NEU,privat,Angebot,2500,control,kombi,2004,automatik,155,vectra,150000,8,benzin,opel,,4/3/2016 0:00,0,9111,4/7/2016 11:17
3/23/2016 15:45,Opel_vectra_V6_auch_tausch!,privat,Angebot,450,test,kombi,1999,manuell,0,,150000,8,benzin,opel,ja,3/23/2016 0:00,0,27313,3/29/2016 9:47
3/27/2016 14:25,Audi_A4_Avant_2.4,privat,Angebot,998,control,kombi,1997,automatik,165,a4,150000,8,benzin,audi,nein,3/27/2016 0:00,0,35457,4/5/2016 19:46
4/2/2016 9:57,Too_Polo_zu_verkaufen,privat,Angebot,820,control,,2017,,75,polo,100000,0,,volkswagen,nein,4/2/2016 0:00,0,46395,4/2/2016 9:57
4/1/2016 12:49,Audi_A4_Avant_1.8_TFSI_aut._bi_xenon_model2011_mmi3g,privat,Angebot,11300,test,kombi,2010,automatik,160,a4,150000,12,benzin,audi,nein,4/1/2016 0:00,0,47475,4/7/2016 9:17
3/13/2016 1:00,Peugeot_106_1.1_60_PS,privat,Angebot,698,control,kleinwagen,2002,manuell,60,1_reihe,150000,9,benzin,peugeot,ja,3/12/2016 0:00,0,97941,3/25/2016 12:48
3/7/2016 14:38,Vw_Passat_Kombi_3b,privat,Angebot,0,control,kombi,1999,manuell,152,passat,150000,4,,volkswagen,ja,3/7/2016 0:00,0,33161,3/27/2016 7:17
3/30/2016 12:49,Audi_Q7_3.0_TDI_DPF_quattro_tiptronic,privat,Angebot,15000,control,limousine,2007,automatik,232,q7,150000,8,diesel,audi,nein,3/30/2016 0:00,0,93413,4/7/2016 3:44
3/14/2016 21:40,Nissan_Note_1.6_Aut.,privat,Angebot,4800,test,bus,2007,automatik,110,note,90000,4,benzin,nissan,ja,3/14/2016 0:00,0,25776,4/6/2016 11:46
4/5/2016 1:55,Mercedes__A160_Klima_scheckheft_Anhaenger_Kupplung_sauberes_fahrz,privat,Angebot,1450,control,limousine,1999,manuell,0,a_klasse,150000,6,benzin,mercedes_benz,,4/4/2016 0:00,0,42551,4/5/2016 7:45
4/4/2016 21:51,BMW_740Li_Langversion_Facelift_Modell_TOP_7999€_SCHNÄPPCHEN^^,privat,Angebot,7999,test,limousine,2005,automatik,306,7er,150000,9,benzin,bmw,,4/4/2016 0:00,0,72555,4/4/2016 21:51
3/17/2016 21:51,BMW_BMW_3er___e46_Limousine___Stahlblau___Klima,privat,Angebot,3600,test,limousine,2000,manuell,105,3er,150000,5,benzin,bmw,nein,3/17/2016 0:00,0,40474,3/27/2016 15:47
3/31/2016 14:52,Toyota_1.0_Cool,privat,Angebot,4400,control,kleinwagen,2008,manuell,69,yaris,100000,10,benzin,toyota,nein,3/31/2016 0:00,0,26188,4/6/2016 8:16
3/26/2016 18:37,Fiat_Punto_Evo_1.2_8V_Active_Start&Stop,privat,Angebot,6900,test,kleinwagen,2011,manuell,68,punto,60000,1,benzin,fiat,nein,3/26/2016 0:00,0,49811,4/6/2016 7:44
4/4/2016 21:51,Bastlerauto,privat,Angebot,300,test,,1995,,0,,125000,0,,renault,,4/4/2016 0:00,0,8468,4/7/2016 0:45
3/14/2016 9:45,VW_T4_Caravelle_1.9_TD,privat,Angebot,950,control,bus,1996,manuell,68,transporter,150000,6,diesel,volkswagen,,3/14/2016 0:00,0,24103,3/23/2016 9:45
3/25/2016 15:41,Volkswagen_Golf_2.0_GTI_adidas,privat,Angebot,17499,test,limousine,2011,manuell,211,golf,60000,5,benzin,volkswagen,nein,3/25/2016 0:00,0,94336,4/6/2016 19:16
3/28/2016 10:49,Fiat_Qubo_1.3_Multijet_16V_Active,privat,Angebot,4300,control,bus,2009,manuell,75,andere,150000,8,diesel,fiat,nein,3/28/2016 0:00,0,83454,4/6/2016 12:45
3/26/2016 22:36,Opel_Zafira_1.8_Innovation,privat,Angebot,10800,test,bus,2011,manuell,140,zafira,80000,2,benzin,opel,nein,3/26/2016 0:00,0,34628,4/7/2016 2:46
3/20/2016 22:36,Citroen_Xsara_Picasso_1.8_Chrono,privat,Angebot,2650,test,bus,2002,manuell,116,andere,100000,12,benzin,citroen,,3/20/2016 0:00,0,53340,4/7/2016 11:17
3/14/2016 23:57,Mercedes_Benz_E_320_T_CDI_Avantgarde,privat,Angebot,6850,control,kombi,2004,automatik,204,e_klasse,150000,10,diesel,mercedes_benz,nein,3/14/2016 0:00,0,30974,3/16/2016 2:45
3/30/2016 21:56,Volvo_V70_D5_Aut._Momentum,privat,Angebot,12499,test,kombi,2007,automatik,185,v70,150000,12,diesel,volvo,nein,3/30/2016 0:00,0,25337,4/5/2016 12:20
4/2/2016 12:50,Gepflegter_Opel_zu_verkaufen._Wir_sind_2te_Hand,privat,Angebot,2699,test,kombi,2001,automatik,125,astra,150000,9,benzin,opel,nein,4/2/2016 0:00,0,36124,4/4/2016 10:16
4/4/2016 9:53,Audi_Q3_2.0_TDI_quattro_S_tronic,privat,Angebot,31900,control,limousine,2013,automatik,177,q3,30000,4,diesel,audi,nein,4/4/2016 0:00,0,84453,4/6/2016 11:44
3/10/2016 18:46,VW_Passat_Variant_1.6__TÜV_03/18__AHK__guter_Zustand,privat,Angebot,1850,test,kombi,1998,manuell,101,passat,150000,12,benzin,volkswagen,nein,3/10/2016 0:00,0,94486,4/5/2016 23:45
3/18/2016 23:43,Skoda_Fabia_1_4_Mpi,privat,Angebot,1590,test,kleinwagen,2000,manuell,68,fabia,150000,10,benzin,skoda,nein,3/18/2016 0:00,0,51702,3/18/2016 23:43
4/1/2016 15:54,Nissan_Qashqai_1.5_dCi_DPF_acenta,privat,Angebot,13900,test,limousine,2013,manuell,110,qashqai,50000,5,diesel,nissan,nein,4/1/2016 0:00,0,94336,4/1/2016 15:54
